transaction_id,vendor_id,invoice_number,txn_date,amount,currency,gl_account,description
T002895,V0173,INV-65652,07/02/2025,705.63,GBP,6400,Software licence
T002896,V0089,INV-74003,01/28/2024,30298.74,GBP,6100,Freight
T002897,V0046,INV-40822,12/01/2025,£40.75,GBP,6200,Air travel
T002898,V0129,INV-10208,2025-02-11,"£2,689.65",GBP,6000,Advisory fee
T002899,V0059,INV-28098,05/26/2025,294.07,GBP,6100,Software licence
T002900,V0055,INV-49575,21 Mar 2025,553.39,GBP,6000,Air travel
T002901,V0099,INV-95726,07/03/2024,383.73,GBP,6300,Office supplies
T002902,V0073,INV-50775,31/01/2025,£252.99,GBP,6500,Ad spend
T002903,V0009,INV-44212,2025-03-07,215.55,GBP,6100,Office supplies
T002904,V0102,INV-99435,13 Jun 2025,579.67,GBP,6000,Ad spend
T002905,V0022,INV-55388,13 Apr 2024,£76.03,GBP,6500,Ad spend
T002906,V0004,INV-31087,22 Nov 2024,921.16,GBP,6100,Freight
T002907,V0130,INV-60330,10 Apr 2025,255.24,GBP,6000,Ad spend
T002908,V0168,INV-97843,2025-02-15,116.39,GBP,6300,Software licence
T002909,V0078,INV-65703,09/21/2024,245.91,GBP,6500,Advisory fee
T002910,V0030,INV-89119,06 Apr 2025,"1,608.19",GBP,6400,Air travel
T002911,V0200,INV-72068,09 Dec 2024,223.88,GBP,6400,Air travel
T002912,V0029,INV-33440,03/10/2025,598.42,GBP,6400,Ad spend
T002913,V0173,INV-20486,02/06/2024,180.54,GBP,6000,Air travel
T002914,V0182,INV-87352,21 Sep 2024,928.63,GBP,6100,Freight
T002915,V0158,INV-69636,21/03/2025,857.53,GBP,6000,Ad spend
T002916,V0073,INV-15222,04 May 2024,3082.42,GBP,6300,Ad spend
T002917,V0094,INV-16563,2025-01-13,332.58,GBP,6200,Ad spend
T002918,V0087,INV-98473,30/10/2024,841.78,GBP,6000,Freight
T002919,V0069,INV-33426,10/27/2024,449.38,GBP,6200,Ad spend
T002920,V0005,INV-68559,11/28/2024,1678.17,GBP,6200,Advisory fee
T002921,V0010,INV-88089,2024-04-24,182.96,GBP,6200,Advisory fee
T002922,V0010,INV-79634,09 Feb 2025,915.53,GBP,6100,Office supplies
T002923,V0022,INV-80121,04/06/2024,325.65,GBP,6100,Advisory fee
T002924,V0038,INV-92958,20/05/2025,375.93,GBP,6300,Air travel
T002925,V0089,INV-70035,09/06/2024,£446.27,GBP,6500,Freight
T002926,V0146,INV-70085,11 Feb 2024,532.44,GBP,6000,Air travel
T002927,V0096,INV-15018,2024-05-30,355.01,GBP,6400,Advisory fee
T002928,V0164,INV-23254,01/26/2025,510.91,GBP,6400,Advisory fee
T002929,V0021,INV-54272,2024-11-05,2289.14,GBP,6300,Ad spend
T002930,V0006,INV-34108,20 Sep 2024,"£1,192.72",GBP,6500,Advisory fee
T002931,V0191,INV-20391,2025-03-19,1049.5,GBP,6000,Office supplies
T002932,V0147,INV-44206,06/11/2024,244.42,GBP,6400,Freight
T002933,V0139,INV-41949,20 Feb 2024,151.69,GBP,6200,Freight
T002934,V0122,INV-38207,2025-03-23,1153.82,GBP,6200,Advisory fee
T002935,V0177,INV-34341,2024-10-10,1057.49,GBP,6400,Advisory fee
T002936,V0012,INV-89249,2025-02-12,2038.44,GBP,6100,Advisory fee
T002937,V0073,INV-45740,06/01/2024,207.60,GBP,6300,Office supplies
T002938,V0005,INV-64306,2024-05-12,313.41,GBP,6200,Air travel
T002939,V0119,INV-88522,11/21/2024,66.46,GBP,6000,Office supplies
T002940,V0058,INV-12368,11/28/2024,261.98,GBP,6100,Software licence
T002941,V0157,INV-47726,16/04/2025,1207.4,GBP,6400,Ad spend
T002942,V0163,INV-88018,2024-12-02,241.50,GBP,6400,Ad spend
T002943,V0122,INV-83093,01/13/2024,816.09,GBP,6200,Air travel
T002944,V0082,INV-55398,31 Mar 2025,£327.16,GBP,6100,Ad spend
T002945,V0191,INV-75401,2024-08-03,576.20,GBP,6400,Advisory fee
T002946,V0044,INV-98209,03 Feb 2025,114.15,GBP,6200,Ad spend
T002947,V0009,INV-96599,,443.07,GBP,6500,Ad spend
T002948,V0144,INV-55259,26 Mar 2024,15.03,GBP,6100,Advisory fee
T002949,V0136,INV-58390,07 Nov 2024,328.46,GBP,6200,Air travel
T002950,V0116,INV-98408,04/23/2025,67.12,GBP,6000,Office supplies
T002951,V0160,INV-86668,06/19/2024,1520.2,GBP,6400,Air travel
T002952,V0145,INV-66561,2025-03-01,948.75,GBP,6000,Air travel
T002953,V0143,INV-74324,08/28/2024,674.07,GBP,6300,Freight
T002954,V0034,INV-59601,05/06/2024,"£2,149.75",GBP,6000,Ad spend
T002955,V0056,INV-37696,04/23/2024,142.05,GBP,6400,Air travel
T002956,V0046,INV-30855,02/14/2025,2757.55,GBP,6400,Ad spend
T002957,V0091,INV-38541,2025-03-04,"1,124.86",GBP,6400,Air travel
T002958,V0082,INV-57602,2024-04-18,311.00,GBP,6500,Advisory fee
T002959,V0163,INV-93389,21 Nov 2024,1406.95,GBP,6400,Freight
T002960,V0137,INV-61402,2024-08-18,119.47,GBP,6300,Ad spend
T002961,V0194,INV-70806,20 Oct 2024,162.88,GBP,6300,Office supplies
T002962,V0046,INV-62435,22/10/2024,£206.55,GBP,6000,Freight
T002963,V0086,INV-70820,25 Jun 2024,£225.46,GBP,6500,Software licence
T002964,V0099,INV-86042,2025-03-04,126.19,GBP,6300,Ad spend
T002965,V0049,INV-93416,2024-01-30,1549.04,GBP,6400,Office supplies
T002966,V0036,INV-89915,2025-05-30,303.46,GBP,6000,Freight
T002967,V0147,INV-63578,24/01/2024,594.52,GBP,6200,Freight
T002968,V0064,INV-31818,04/28/2025,215.43,GBP,6500,Software licence
T002969,V0095,INV-12977,02 Feb 2025,£54.45,GBP,6400,Freight
T002970,V0050,INV-31152,13 Apr 2025,542.97,GBP,6200,Advisory fee
T002971,V0062,INV-32965,04/28/2025,49.23,GBP,6500,Office supplies
T002972,V0083,INV-27386,10/27/2024,374.09,GBP,6000,Software licence
T002973,V0053,INV-85707,17 Apr 2025,89.56,GBP,6300,Office supplies
T002974,V0176,INV-89069,03/30/2025,3590.35,GBP,6100,Office supplies
T002975,V0119,INV-75564,23 Apr 2024,1099.38,GBP,6400,Air travel
T002976,V0041,INV-42094,04/18/2025,453.2,GBP,6500,Software licence
T002977,V0002,INV-14236,02/20/2025,1619.83,GBP,6400,Ad spend
T002978,V0099,INV-19222,03 Mar 2025,159.02,GBP,6200,Advisory fee
T002979,V0138,INV-25857,01/25/2024,733.5,GBP,6300,Ad spend
T002980,V0186,INV-17836,26/10/2024,£502.60,GBP,6300,Advisory fee
T002981,V0197,INV-15230,07/01/2025,£539.38,GBP,6300,Advisory fee
T002982,V0131,INV-92479,03/26/2025,"1,635.31",GBP,6300,Software licence
T002983,V0027,INV-29134,09/25/2024,£903.02,GBP,6400,Software licence
T002984,V0185,INV-32145,10 Jan 2025,554.24,GBP,6300,Advisory fee
T002985,V0087,INV-28605,2024-09-05,65.34,GBP,6300,Office supplies
T002986,V0068,INV-22730,2024-12-03,140.32,GBP,6500,Advisory fee
T002987,V0019,INV-70062,18 May 2025,352.49,GBP,6100,Air travel
T002988,V0088,INV-48704,2025-03-31,447.07,GBP,6200,Ad spend
T002989,V0180,INV-43806,10/08/2024,£116.37,GBP,6400,Software licence
T002990,V0195,INV-28352,31 May 2024,5726.41,GBP,6400,Air travel
T002991,V0007,INV-38969,2025-01-14,2138.87,GBP,6400,Air travel
T002992,V0183,INV-48170,10/11/2024,9000.0,GBP,6500,Office supplies
T002993,V0146,INV-93085,08/11/2024,436.70,GBP,6300,Advisory fee
T002994,V0113,INV-98247,28/10/2024,319.44,GBP,6100,Advisory fee
T002995,V0178,INV-26849,2024-05-30,£141.58,GBP,6400,Air travel
T002996,V0099,INV-43725,21 Aug 2024,439.32,GBP,6000,Office supplies
T002997,V0150,INV-49709,05/31/2024,£535.68,GBP,6400,Software licence
T002998,V0067,INV-57731,,102.93,GBP,6500,Freight
T002999,V0104,INV-72517,23/06/2024,582.65,GBP,6200,Advisory fee
T003000,V0040,INV-86957,2025-05-28,340.09,GBP,6200,Freight
T003001,V0096,INV-59542,11 May 2025,49.47,GBP,6500,Office supplies
T003002,V0135,INV-73183,06/28/2024,156.58,GBP,6300,Ad spend
T003003,V0004,INV-97653,2024-03-07,255.96,GBP,6200,Office supplies
T003004,V0080,INV-37057,08/17/2024,"£3,217.81",GBP,6100,Air travel
T003005,V0156,INV-25675,2024-07-20,744.12,GBP,6200,Ad spend
T003006,V0118,INV-84633,01/13/2024,92.85,GBP,6500,Freight
T003007,V0059,INV-36546,07 Jan 2025,688.59,GBP,6500,Software licence
T003008,V0103,INV-92103,11/04/2024,73.55,GBP,6200,Freight
T003009,V0018,INV-45582,03/22/2024,1327.38,GBP,6000,Ad spend
T003010,V0146,INV-78543,10/09/2024,£240.27,GBP,6100,Air travel
T003011,V0190,INV-33944,2024-09-07,363.94,GBP,6100,Advisory fee
T003012,V0184,INV-69777,30 Jun 2024,1734.33,GBP,6000,Freight
T003013,V0069,INV-82348,11/10/2024,£97.92,GBP,6000,Advisory fee
T003014,V0049,INV-18345,15 May 2024,86.76,GBP,6400,Air travel
T003015,V0016,INV-37227,21/08/2024,212.31,GBP,6100,Freight
T003016,V0195,INV-86188,2025-05-03,"£1,264.23",GBP,6300,Software licence
T003017,V0138,INV-16695,11/22/2024,75.85,GBP,6500,Software licence
T003018,V0051,INV-72691,2024-04-29,£17.90,GBP,6300,Software licence
T003019,V0122,INV-35873,04/12/2024,245.61,GBP,6400,Freight
T003020,V0056,INV-88419,13/05/2025,£740.20,GBP,6200,Freight
T003021,V0003,INV-86246,16/03/2025,"1,510.64",GBP,6000,Advisory fee
T003022,V0114,INV-94230,2024-07-18,242.38,GBP,6400,Advisory fee
T003023,V0158,INV-69802,01/01/2024,256.58,GBP,6200,Ad spend
T003024,V0154,INV-45486,2025-05-19,"£1,435.53",GBP,6500,Office supplies
T003025,V0085,INV-76491,09 May 2025,51.59,GBP,6400,Air travel
T003026,V0166,INV-49274,2024-09-27,263.12,GBP,6400,Office supplies
T003027,V0088,INV-46082,05/30/2025,497.44,GBP,6200,Advisory fee
T003028,V0113,INV-24610,2024-07-05,£661.26,GBP,6300,Software licence
T003029,V0082,INV-76787,2025-04-26,230.26,GBP,6300,Office supplies
T003030,V0046,INV-18593,03/18/2025,95000.0,GBP,6500,Air travel
T003031,V0025,INV-68090,12/16/2024,26.12,GBP,6500,Advisory fee
T003032,V0138,INV-33941,2024-07-17,£195.57,GBP,6000,Office supplies
T003033,V0055,INV-50265,05/28/2025,£664.38,GBP,6200,Air travel
T003034,V0197,INV-79520,2025-04-28,136.93,GBP,6000,Advisory fee
T003035,V0077,INV-89891,03/08/2024,£430.47,GBP,6400,Advisory fee
T003036,V0040,INV-52436,06/09/2024,659.55,GBP,6100,Ad spend
T003037,V0044,INV-30701,06/09/2024,276.77,GBP,6200,Freight
T003038,V0122,INV-95654,2025-03-02,486.63,GBP,6500,Air travel
T003039,V0059,INV-44452,28 Apr 2025,139.91,GBP,6200,Air travel
T003040,V0038,INV-50138,2024-12-07,£321.41,GBP,6500,Air travel
T003041,V0191,INV-51333,05 Apr 2025,£789.37,GBP,6200,Ad spend
T003042,V0145,INV-61582,2025-03-03,479.46,GBP,6000,Ad spend
T003043,V0015,INV-63580,2024-12-28,211.62,GBP,6500,Office supplies
T003044,V0117,INV-45940,01/20/2024,516.27,GBP,6500,Office supplies
T003045,V0054,INV-96776,09/19/2024,885.43,GBP,6200,Air travel
T003046,V0007,INV-52184,03/13/2025,42.31,GBP,6300,Air travel
T003047,V0143,INV-83396,07/23/2024,1443.72,GBP,6100,Freight
T003048,V0129,INV-67685,07/10/2024,£278.70,GBP,6000,Software licence
T003049,V0063,INV-31026,2024-11-29,644.22,GBP,6500,Ad spend
T003050,V0185,INV-87717,26 Apr 2025,1505.64,GBP,6000,Advisory fee
T003051,V0100,INV-73837,09/12/2024,89.22,GBP,6200,Freight
T003052,V0151,INV-59154,03/01/2024,184.86,GBP,6000,Software licence
T003053,V0164,INV-54917,2024-10-09,293.71,GBP,6400,Air travel
T003054,V0113,INV-47255,04/23/2024,170.35,GBP,6300,Office supplies
T003055,V0192,INV-19697,2024-11-28,2720.12,GBP,6500,Ad spend
T003056,V0039,INV-29715,11/02/2024,157.21,GBP,6400,Office supplies
T003057,V0144,INV-21535,24 Mar 2025,218.96,GBP,6100,Air travel
T003058,V0147,INV-81642,09/23/2024,505.14,GBP,6400,Freight
T003059,V0075,INV-12864,2024-05-23,107.52,GBP,6000,Advisory fee
T003060,V0183,INV-51151,04/01/2025,£261.06,GBP,6300,Advisory fee
T003061,V0055,INV-34135,24/11/2024,572.03,GBP,6300,Office supplies
T003062,V0118,INV-57474,07/12/2024,279.74,GBP,6100,Advisory fee
T003063,V0181,INV-43951,2024-09-18,364.04,GBP,6400,Advisory fee
T003064,V0006,INV-28385,05/02/2024,£225.37,GBP,6500,Ad spend
T003065,V0110,INV-61944,13 May 2025,76.25,GBP,6000,Freight
T003066,V0016,INV-77143,01/17/2025,574.65,GBP,6000,Freight
T003067,V0112,INV-14205,05/31/2025,2780.61,GBP,6200,Freight
T003068,V0126,INV-47047,07/12/2024,£411.68,GBP,6500,Software licence
T003069,V0189,INV-19902,04 Apr 2024,£516.87,GBP,6400,Software licence
T003070,V0137,INV-30738,09/06/2025,864.36,GBP,6000,Freight
T003071,V0120,INV-89958,07/14/2024,£99.86,GBP,6000,Advisory fee
T003072,V0111,INV-46289,21 Apr 2025,"£2,624.82",GBP,6300,Advisory fee
T003073,V0039,INV-95254,12/04/2024,£503.99,GBP,6000,Office supplies
T003074,V0166,INV-85395,12/13/2024,"2,428.53",GBP,6300,Freight
T003075,V0200,INV-66675,01/22/2024,£180.13,GBP,6300,Freight
T003076,V0076,INV-10832,03/02/2025,2980.56,GBP,6000,Software licence
T003077,V0058,INV-52255,03/13/2025,£946.41,GBP,6100,Air travel
T003078,V0058,INV-86595,30 Nov 2024,£741.25,GBP,6400,Ad spend
T003079,V0168,INV-97215,24/07/2024,521.87,GBP,6400,Air travel
T003080,V0184,INV-85609,05/06/2024,306.93,GBP,6100,Office supplies
T003081,V0053,INV-50433,2024-07-04,1511.09,GBP,6000,Software licence
T003082,V0137,INV-88895,2024-02-10,470.78,GBP,6100,Freight
T003083,V0090,INV-19078,12/01/2024,46.35,GBP,6200,Office supplies
T003084,V0169,INV-37368,2024-07-25,118.05,GBP,6200,Office supplies
T003085,V0109,INV-45530,26 Aug 2024,328.84,GBP,6100,Air travel
T003086,V0007,INV-27997,26 Mar 2025,567.36,GBP,6000,Ad spend
T003087,V0007,INV-68189,08/01/2024,379.08,GBP,6300,Software licence
T003088,V0115,INV-67481,12 Feb 2025,"1,542.05",GBP,6100,Office supplies
T003089,V0198,INV-59873,07 May 2024,47.17,GBP,6000,Office supplies
T003090,V0130,INV-85799,2025-06-12,472.46,GBP,6000,Office supplies
T003091,V0194,INV-37477,2024-05-03,54.61,GBP,6300,Advisory fee
T003092,V0155,INV-56974,20/11/2024,£930.46,GBP,6300,Office supplies
T003093,V0054,INV-21900,03/06/2025,363.61,GBP,6200,Ad spend
T003094,V0066,INV-76680,04/24/2024,640.07,GBP,6300,Software licence
T003095,V0002,INV-59811,03/06/2025,£155.98,GBP,6300,Software licence
T003096,V0091,INV-57237,13/11/2024,"1,648.15",GBP,6000,Ad spend
T003097,V0167,INV-49412,2024-08-22,1268.89,GBP,6500,Software licence
T003098,V0167,INV-94355,2025-02-03,766.55,GBP,6300,Software licence
T003099,V0071,INV-94850,27 Nov 2024,349.86,GBP,6000,Office supplies
T003100,V0064,INV-33246,01/10/2024,763.45,GBP,6100,Freight
T003101,V0040,INV-28378,04/26/2025,185.38,GBP,6000,Software licence
T003102,V0153,INV-37502,2024-10-27,"£1,033.92",GBP,6200,Freight
T003103,V0107,INV-30641,05 Mar 2025,2476.07,GBP,6100,Office supplies
T003104,V0133,INV-29841,2024-07-04,1309.85,GBP,6200,Software licence
T003105,V0042,INV-13929,24/05/2025,180.81,GBP,6100,Air travel
T003106,V0104,INV-91960,17/01/2025,600.38,GBP,6200,Freight
T003107,V0083,INV-13732,27 Jan 2024,97.28,GBP,6200,Software licence
T003108,V0121,INV-14485,05/27/2024,757.2,GBP,6300,Software licence
T003109,V9702,INV-59418,21 Jun 2025,662.26,GBP,6100,Office supplies
T003110,V0026,INV-11958,2024-12-23,51.58,GBP,6100,Software licence
T003111,V0108,INV-18693,25/04/2024,112.40,GBP,6300,Ad spend
T003112,V0107,INV-80349,03/26/2025,295.46,GBP,6100,Freight
T003113,V0164,INV-10094,2024-11-14,289.76,GBP,6300,Ad spend
T003114,V0066,INV-26803,11/26/2024,106.65,GBP,6500,Freight
T003115,V0094,INV-90427,08 Apr 2024,£618.86,GBP,6300,Ad spend
T003116,V0192,INV-84873,2024-07-19,531.99,GBP,6100,Office supplies
T003117,V0132,INV-27014,26 May 2024,325.81,GBP,6100,Advisory fee
T003118,V0022,INV-22424,17/02/2025,£175.67,GBP,6200,Freight
T003119,V0027,INV-42739,19/08/2024,"1,278.67",GBP,6200,Office supplies
T003120,V0187,INV-96424,2024-11-04,2492.27,GBP,6200,Advisory fee
T003121,V0119,INV-97602,16 Jun 2025,237.01,GBP,6400,Freight
T003122,V0069,INV-27263,12/01/2024,205.74,GBP,6300,Air travel
T003123,V0170,INV-29034,05/02/2024,692.51,GBP,6500,Ad spend
T003124,V0162,INV-16293,07/21/2024,272.10,GBP,6100,Software licence
T003125,V0037,INV-93182,2024-02-04,,GBP,6100,Office supplies
T003126,V0102,INV-52274,12/01/2024,£910.16,GBP,6400,Ad spend
T003127,V0124,INV-55075,2024-07-11,£49.39,GBP,6500,Freight
T003128,V0104,INV-69258,2024-08-07,1720.09,GBP,6300,Freight
T003129,V0068,INV-81549,26 Mar 2025,437.01,GBP,6000,Advisory fee
T003130,V0072,INV-95912,2025-06-10,£256.56,GBP,6200,Air travel
T003131,V0048,INV-43460,2024-12-15,365.71,GBP,6300,Freight
T003132,V0117,INV-96933,08/04/2024,387.1,GBP,6500,Air travel
T003133,V0196,INV-78035,09/26/2024,60.08,GBP,6000,Air travel
T003134,V0110,INV-94186,2024-01-27,"£2,088.98",GBP,6400,Office supplies
T003135,V0025,INV-39769,2025-04-13,422.19,GBP,6000,Software licence
T003136,V0141,INV-48759,09 May 2024,656.75,GBP,6200,Air travel
T003137,V0116,INV-67168,03/25/2024,1149.07,GBP,6400,Office supplies
T003138,V0102,INV-76965,2024-07-18,131.20,GBP,6100,Advisory fee
T003139,V0057,INV-12191,22 Jul 2024,679.13,GBP,6500,Advisory fee
T003140,V0091,INV-78888,06/04/2024,300.54,GBP,6400,Freight
T003141,V0135,INV-16159,06 Jan 2025,1023.98,GBP,6400,Office supplies
T003142,V0178,INV-79582,19 Jun 2024,38.86,GBP,6200,Office supplies
T003143,V0026,INV-99180,18 Jun 2024,361.77,GBP,6500,Advisory fee
T003144,V0159,INV-39656,2024-06-04,207.87,GBP,6400,Freight
T003145,V0109,INV-36502,12 Oct 2024,,GBP,6000,Ad spend
T003146,V0076,INV-61088,2025-06-18,676.58,GBP,6300,Ad spend
T003147,V0120,INV-52194,19 May 2024,185.23,GBP,6500,Air travel
T003148,V0001,INV-19813,2024-09-14,184.31,GBP,6500,Freight
T003149,V0172,INV-50842,01/08/2024,£357.19,GBP,6500,Freight
T003150,V0153,INV-18757,01 Mar 2024,150.46,GBP,6300,Office supplies
T003151,V0037,INV-73036,13/06/2024,1018.60,GBP,6100,Ad spend
T003152,V0041,INV-94683,03/05/2025,268.77,GBP,6300,Freight
T003153,V0050,INV-42580,2024-12-24,£16.48,GBP,6000,Office supplies
T003154,V0071,INV-28407,2025-02-15,267.12,GBP,6000,Advisory fee
T003155,V0190,INV-86798,04/06/2024,128.72,GBP,6100,Ad spend
T003156,V0037,INV-98111,10/09/2024,67.06,GBP,6200,Software licence
T003157,V0164,INV-25373,2025-06-17,103.42,GBP,6200,Freight
T003158,V0027,INV-92384,2025-04-27,£455.02,GBP,6100,Advisory fee
T003159,V0113,INV-49167,05/07/2024,"£1,739.76",GBP,6400,Advisory fee
T003160,V0157,INV-69554,2024-06-06,£569.35,GBP,6000,Advisory fee
T003161,V0088,INV-45665,02/11/2024,207.03,GBP,6300,Air travel
T003162,V0029,INV-92168,2025-04-22,666.14,GBP,6300,Freight
T003163,V0044,INV-73871,25 Oct 2024,£243.47,GBP,6100,Freight
T003164,V0027,INV-21609,06 Jan 2025,187.91,GBP,6100,Advisory fee
T003165,V0127,INV-66685,2025-03-07,£113.32,GBP,6000,Advisory fee
T003166,V0027,INV-46726,10/09/2024,58.73,GBP,6200,Advisory fee
T003167,V0131,INV-53100,03/05/2025,£262.72,GBP,6500,Air travel
T003168,V0092,INV-20891,01/14/2024,480.03,GBP,6000,Advisory fee
T003169,V0125,INV-41816,2025-05-21,362.75,GBP,6100,Freight
T003170,V0112,INV-97245,2024-09-29,£255.30,GBP,6000,Advisory fee
T003171,V0125,INV-83488,01/19/2025,142.55,GBP,6400,Freight
T003172,V0171,INV-60146,02/13/2024,787.66,GBP,6400,Software licence
T003173,V0152,INV-94237,10/04/2024,94.74,GBP,6400,Software licence
T003174,V0031,INV-41275,04 Jan 2025,£947.31,GBP,6400,Advisory fee
T003175,V0182,INV-89142,07/03/2025,133.96,GBP,6300,Advisory fee
T003176,V0191,INV-15225,2024-12-21,176.32,GBP,6500,Ad spend
T003177,V0118,INV-85149,06/19/2025,£80.36,GBP,6000,Ad spend
T003178,V0161,INV-66596,01/27/2024,232.4,GBP,6100,Freight
T003179,V0047,INV-13164,2024-12-02,1179.50,GBP,6000,Air travel
T003180,V0106,INV-13719,2025-04-12,711.37,GBP,6200,Air travel
T003181,V0175,INV-55095,26 Dec 2024,"1,183.54",GBP,6100,Air travel
T003182,V0115,INV-16265,28 Nov 2024,716.48,GBP,6300,Advisory fee
T003183,V0163,INV-44494,13/06/2024,£119.82,GBP,6100,Freight
T003184,V0198,INV-81732,25 Nov 2024,£280.38,GBP,6500,Ad spend
T003185,V0193,INV-55683,2024-06-25,171.02,GBP,6300,Software licence
T003186,V0086,INV-56111,21 Aug 2024,1743.47,GBP,6200,Air travel
T003187,V0026,INV-21853,02/19/2025,108.15,GBP,6200,Freight
T003188,V0128,INV-93817,07/09/2024,1078.22,GBP,6300,Office supplies
T003189,V0068,INV-73627,25 Dec 2024,"£1,077.34",GBP,6200,Ad spend
T003190,V0093,INV-30868,06/21/2024,"£3,018.70",GBP,6200,Software licence
T003191,V0029,INV-34876,13/11/2024,£257.07,GBP,6400,Advisory fee
T003192,V0165,INV-83463,30 Oct 2024,883.20,GBP,6400,Freight
T003193,V0046,INV-62162,2024-03-18,"4,963.25",GBP,6100,Software licence
T003194,V0024,INV-88377,2025-02-18,204.51,GBP,6200,Office supplies
T003195,V0184,INV-54585,28/12/2024,74.55,GBP,6300,Office supplies
T003196,V9683,INV-23582,2024-10-27,£51.01,GBP,6400,Freight
T003197,V0022,INV-52445,18/08/2024,883.58,GBP,6300,Software licence
T003198,V0063,INV-81825,2024-06-07,50.83,GBP,6500,Air travel
T003199,V0007,INV-74814,17 Aug 2024,267.86,GBP,6500,Office supplies
T003200,V0063,INV-39600,2025-03-26,652.65,GBP,6500,Office supplies
T003201,V0038,INV-11627,10/30/2024,494.57,GBP,6100,Software licence
T003202,V0157,INV-73343,2025-03-25,644.19,GBP,6300,Freight
T003203,V0142,INV-84460,07/15/2024,515.18,GBP,6300,Office supplies
T003204,V0133,INV-86139,13 Feb 2025,1647.07,GBP,6500,Freight
T003205,V0100,INV-44274,01/07/2025,141.52,GBP,6200,Ad spend
T003206,V0095,INV-57777,28/08/2024,191.58,GBP,6200,Freight
T003207,V0092,INV-20097,17/05/2024,172.44,GBP,6200,Advisory fee
T003208,V0064,INV-80552,11 May 2024,1005.47,GBP,6000,Freight
T003209,V0182,INV-72355,17 Nov 2024,1086.20,GBP,6000,Freight
T003210,V0059,INV-55657,08/17/2024,662.72,GBP,6300,Air travel
T003211,V0148,INV-16973,04/16/2025,"£1,483.03",GBP,6400,Ad spend
T003212,V0128,INV-87471,22 Mar 2025,£110.40,GBP,6000,Office supplies
T003213,V0006,INV-83394,2025-04-04,"2,524.87",GBP,6400,Advisory fee
T003214,V0015,INV-55561,03 May 2025,"2,155.04",GBP,6500,Office supplies
T003215,V0017,INV-99392,28 Dec 2024,"90,000.00",GBP,6000,Advisory fee
T003216,V0071,INV-84678,15/09/2024,"9,999.00",GBP,6500,Software licence
T003217,V0183,INV-88346,17/05/2025,65.22,GBP,6300,Advisory fee
T003218,V0196,INV-27479,09 Feb 2025,226.58,GBP,6100,Advisory fee
T003219,V0116,INV-50609,2024-11-07,179.68,GBP,6200,Office supplies
T003220,V0146,INV-76578,2025-02-20,892.14,GBP,6100,Freight
T003221,V0175,INV-86922,2024-11-18,127.08,GBP,6000,Freight
T003222,V0014,INV-56969,2024-05-02,928.2,GBP,6000,Freight
T003223,V0017,INV-79438,27/02/2025,"1,821.82",GBP,6500,Office supplies
T003224,V0188,INV-35509,09/11/2024,£866.73,GBP,6400,Office supplies
T003225,V0047,INV-13864,21/05/2025,551.22,GBP,6500,Software licence
T003226,V0085,INV-21679,06/04/2024,136.09,GBP,6300,Freight
T003227,V0180,INV-99830,31 Jan 2025,158.93,GBP,6300,Ad spend
T003228,V0179,INV-72181,21/05/2024,"£1,594.92",GBP,6200,Office supplies
T003229,V9872,INV-50789,29/12/2024,950.78,GBP,6100,Advisory fee
T003230,V0111,INV-43031,05/26/2025,,GBP,6000,Office supplies
T003231,V0067,INV-62615,07/24/2024,254.75,GBP,6100,Air travel
T003232,V0166,INV-92969,03/24/2024,43.45,GBP,6200,Ad spend
T003233,V0193,INV-22324,2025-06-20,124.22,GBP,6200,Software licence
T003234,V0156,INV-17982,01 Mar 2024,"3,302.92",GBP,6500,Air travel
T003235,V0025,INV-32087,02 Jan 2024,"95,000.00",GBP,6400,Software licence
T003236,V0002,INV-52842,28/01/2025,496.92,GBP,6200,Software licence
T003237,V0146,INV-83841,01/18/2025,"1,221.93",GBP,6000,Office supplies
T003238,V0049,INV-93424,25/05/2025,£101.45,GBP,6100,Freight
T003239,V0056,INV-55252,09/04/2024,494.32,GBP,6500,Office supplies
T003240,V0154,INV-59042,30 Jun 2024,"£1,131.96",GBP,6300,Advisory fee
T003241,V0198,INV-33264,03 Jun 2025,409.01,GBP,6100,Ad spend
T003242,V0008,INV-91537,09 Feb 2024,9463.93,GBP,6400,Software licence
T003243,V0080,INV-48198,20/04/2024,64.36,GBP,6200,Advisory fee
T003244,V0047,INV-87346,14 Jun 2025,"1,292.85",GBP,6100,Software licence
T003245,V0128,INV-35317,07 Jun 2024,333.59,GBP,6400,Air travel
T003246,V0117,INV-96309,02/02/2025,943.04,GBP,6300,Software licence
T003247,V0172,INV-82674,2024-03-08,,GBP,6200,Office supplies
T003248,V0094,INV-28531,02/09/2024,£180.10,GBP,6300,Office supplies
T003249,V0104,INV-15451,2025-01-01,519.0,GBP,6000,Ad spend
T003250,V0169,INV-87481,2024-04-11,£52.26,GBP,6400,Software licence
T003251,V0170,INV-95826,2024-11-24,783.34,GBP,6400,Freight
T003252,V0148,INV-79720,18 Jun 2025,£560.02,GBP,6300,Freight
T003253,V0165,INV-36336,16 Oct 2024,814.46,GBP,6200,Office supplies
T003254,V0115,INV-35957,10/26/2024,1291.98,GBP,6500,Ad spend
T003255,V0104,INV-67034,01/21/2025,604.49,GBP,6000,Ad spend
T003256,V0007,INV-74387,16 Apr 2024,£474.80,GBP,6200,Freight
