transaction_id,vendor_id,invoice_number,txn_date,amount,currency,gl_account,description,__source_file,__issue,__check,control_total,actual_total,variance,reconciled
T900042,V0124,INV-62075,2025-07-01,94.06,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002250,V0124,INV-64919,2025-06-20,1111.89,GBP,6400,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900021,V0124,INV-64919,2025-06-20,1111.89,GBP,6400,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005020,V0124,INV-77090,2024-02-21,625.13,GBP,6000,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900101,V0124,INV-77090,2024-02-24,625.13,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008329,V0125,INV-29049,2024-11-07,429.3,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900034,V0125,INV-29049,2024-07-14,429.3,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000040,V0126,INV-68743,2024-01-18,500.97,GBP,6000,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900045,V0126,INV-68743,2024-01-19,500.97,GBP,6000,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008128,V0126,INV-91619,2025-06-13,142.43,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900053,V0126,INV-91619,2025-06-16,142.43,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006831,V0131,INV-68038,2025-01-25,656.25,GBP,6200,Ad spend,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900145,V0131,INV-68038,2025-01-27,656.25,GBP,6200,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004072,V0132,INV-82553,2024-03-08,185.82,GBP,6500,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900119,V0132,INV-82553,2024-03-08,185.82,GBP,6500,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009921,V0133,INV-87689,2024-02-07,129.99,GBP,6300,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900025,V0133,INV-87689,2024-02-09,129.99,GBP,6300,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003974,V0135,INV-44574,2024-10-24,443.8,GBP,6500,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900038,V0135,INV-44574,2024-10-25,443.8,GBP,6500,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007953,V0138,INV-77454,2024-08-03,299.64,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900122,V0138,INV-77454,2024-08-04,299.64,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001057,V0141,INV-17055,2024-01-27,392.25,GBP,6300,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900093,V0141,INV-17055,2024-01-28,392.25,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006744,V0141,INV-23343,2024-11-21,78.12,GBP,6400,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900111,V0141,INV-23343,2024-11-21,78.12,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007826,V0144,INV-37025,2025-05-15,1454.12,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900097,V0144,INV-37025,2025-05-15,1454.12,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004000,V0145,INV-89954,2025-03-20,599.87,GBP,6200,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900014,V0145,INV-89954,2025-03-23,599.87,GBP,6200,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002166,V0145,INV-96155,2025-06-07,132.08,GBP,6400,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900105,V0145,INV-96155,2025-07-06,132.08,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000765,V0147,INV-34892,2024-12-17,1428.24,GBP,6500,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900100,V0147,INV-34892,2024-12-19,1428.24,GBP,6500,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009897,V0147,INV-58721,2024-05-27,247.7,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900020,V0147,INV-58721,2024-05-27,247.7,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007939,V0148,INV-87798,2024-01-26,2090.18,GBP,6000,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900055,V0148,INV-87798,2024-01-28,2090.18,GBP,6000,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004748,V0151,INV-19077,2024-12-26,122.15,GBP,6000,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900149,V0151,INV-19077,2024-12-26,122.15,GBP,6000,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000800,V0156,INV-27978,2025-03-04,416.85,GBP,6000,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900071,V0156,INV-27978,2025-05-03,416.85,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001761,V0157,INV-23352,2024-12-02,2450.29,GBP,6400,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900048,V0157,INV-23352,2024-02-13,2450.29,GBP,6400,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000034,V0157,INV-97580,2025-01-23,126.03,GBP,6200,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900143,V0157,INV-97580,2025-01-25,126.03,GBP,6200,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002877,V0158,INV-69827,2025-03-21,144.0,GBP,6500,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900069,V0158,INV-69827,2025-03-21,144.0,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000322,V0159,INV-93753,2024-02-01,776.4,GBP,6300,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900030,V0159,INV-93753,2024-01-02,776.4,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000577,V0161,INV-50043,2024-08-27,522.79,GBP,6300,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900006,V0161,INV-50043,2024-08-30,522.79,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009318,V0162,INV-89284,2024-07-22,134.69,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900044,V0162,INV-89284,2024-07-24,134.69,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004743,V0162,INV-99776,2024-11-12,404.15,GBP,6100,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900003,V0162,INV-99776,2024-11-14,404.15,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002928,V0164,INV-23254,2025-01-26,510.91,GBP,6400,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900074,V0164,INV-23254,2025-01-27,510.91,GBP,6400,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005795,V0164,INV-31183,2024-12-15,294.91,GBP,6300,Advisory fee,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900133,V0164,INV-31183,2024-12-16,294.91,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004626,V0166,INV-89235,2025-01-20,1615.94,GBP,6100,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900032,V0166,INV-89235,2025-01-22,1615.94,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003123,V0170,INV-29034,2024-02-05,692.51,GBP,6500,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900131,V0170,INV-29034,2024-05-02,692.51,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001514,V0171,INV-47707,2025-03-03,51.77,GBP,6100,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900043,V0171,INV-47707,2025-03-06,51.77,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004217,V0171,INV-84562,2024-12-19,3109.8,GBP,6100,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900121,V0171,INV-84562,2024-12-20,3109.8,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007851,V0173,INV-63775,2025-03-10,3650.69,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900107,V0173,INV-63775,2025-10-03,3650.69,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002895,V0173,INV-65652,2025-02-07,705.63,GBP,6400,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900073,V0173,INV-65652,2025-02-09,705.63,GBP,6400,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007488,V0175,INV-19220,2024-05-13,669.94,GBP,6500,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900011,V0175,INV-19220,2024-05-16,669.94,GBP,6500,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008159,V0175,INV-57503,2024-08-20,651.67,GBP,6100,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900019,V0175,INV-57503,2024-08-23,651.67,GBP,6100,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005528,V0178,INV-69691,2024-03-01,409.26,GBP,6200,Advisory fee,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900110,V0178,INV-69691,2024-04-03,409.26,GBP,6200,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003571,V0178,INV-83424,2024-05-20,290.84,GBP,6300,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900072,V0178,INV-83424,2024-05-21,290.84,GBP,6300,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006232,V0180,INV-66094,2025-06-02,270.45,GBP,6200,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900068,V0180,INV-66094,2025-09-02,270.45,GBP,6200,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006364,V0183,INV-36315,2024-01-14,855.37,GBP,6000,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900008,V0183,INV-36315,2024-01-15,855.37,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004082,V0184,INV-30173,2024-05-12,187.16,GBP,6200,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900127,V0184,INV-30173,2024-05-14,187.16,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000953,V0185,INV-24855,2025-08-05,101.83,GBP,6500,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900081,V0185,INV-24855,2025-05-11,101.83,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003466,V0185,INV-52907,2025-04-13,92.72,GBP,6300,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900047,V0185,INV-52907,2025-04-14,92.72,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004050,V0188,INV-89494,2025-03-24,621.81,GBP,6100,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900115,V0188,INV-89494,2025-03-24,621.81,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003155,V0190,INV-86798,2024-06-04,128.72,GBP,6100,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900094,V0190,INV-86798,2024-06-04,128.72,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009931,V0190,INV-89629,2024-10-03,185.66,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900017,V0190,INV-89629,2024-03-13,185.66,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006341,V0191,INV-22606,2024-02-14,145.7,GBP,6000,Ad spend,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900005,V0191,INV-22606,2024-02-15,145.7,GBP,6000,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008094,V0193,INV-61188,2024-03-28,235.44,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900103,V0193,INV-61188,2024-03-31,235.44,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009150,V0194,INV-32188,2025-03-18,638.14,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900128,V0194,INV-32188,2025-03-21,638.14,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001863,V0195,INV-46848,2025-01-01,965.68,GBP,6100,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900106,V0195,INV-46848,2025-01-01,965.68,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004994,V0200,INV-71905,2024-08-30,752.54,GBP,6500,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900052,V0200,INV-71905,2024-08-31,752.54,GBP,6500,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
